Alumina (%Mass percent),Silica (%Mass percent),Liquid Ratio
29.7221,22.5,0.98
29.25,23.1674,0.98
27.93385,24.75,0.98
27.05416,27.0,0.98
27.42446,29.25,0.98
29.25,31.03926,0.98
30.11391,31.5,0.98
31.5,32.22538,0.98
33.75,32.6195,0.98
36.0,32.76451,0.98
38.25,32.82815,0.98
40.5,32.9561,0.98
42.75,33.2365,0.98
44.42335,33.75,0.98
45.0,34.06864,0.98
46.17326,36.0,0.98
45.66488,38.25,0.98
45.0,39.53283,0.98
44.12122,40.5,0.98
43.03824,42.75,0.98
42.75,43.18375,0.98
41.05226,45.0,0.98
40.5,46.07978,0.98
39.32978,47.25,0.98
38.67669,49.5,0.98
38.25,50.23793,0.98
36.76245,51.75,0.98
0.0,40.32216,0.98
2.07216,38.25,0.98
2.25,38.08387,0.98
4.33387,36.0,0.98
4.5,35.83929,0.98
6.75,33.88899,0.98
6.88899,33.75,0.98
9.0,31.78142,0.98
9.28142,31.5,0.98
11.00929,29.25,0.98
11.25,28.86055,0.98
13.11055,27.0,0.98
13.5,25.68154,0.98
14.43154,24.75,0.98
15.44467,22.5,0.98
15.70488,20.25,0.98
15.75,19.49154,0.98
16.8944,18.0,0.98
18.0,16.63379,0.98
18.82033,15.75,0.98
20.25,14.09717,0.98
20.84529,13.5,0.98
22.5,12.52782,0.98
23.83838,11.25,0.98
24.75,10.77542,0.98
26.61732,9.0,0.98
27.0,8.76011,0.98
29.1103,6.75,0.98
29.25,6.65402,0.98
31.5,4.51945,0.98
31.53191,4.5,0.98
33.75,3.60959,0.98
35.66061,2.25,0.98
36.0,2.14665,0.98
38.25,0.62841,0.98
39.63395,0.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
1.56786,69.75,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
1.92429,72.0,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.36083,83.25,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
4.38834,85.5,0.98
4.36083,83.25,0.98
4.31673,81.0,0.98
4.2339,78.75,0.98
4.01966,76.5,0.98
2.25,74.28089,0.98
2.23794,74.25,0.98
1.92429,72.0,0.98
1.56786,69.75,0.98
0.0,68.18214,0.98
